Section,Fonctionnalite,Clenzy_actuel,Hostaway,Guesty,Cible,Evolution_fonctionnelle,Evolution_technique,Multipays_FR_MA_KSA,Composants_Clenzy,Effort,Priorite
1. Channel Management,Multi-devise et multi-langue dans la distribution channel,"PriceEngine et facturation gerent les montants ; pas de gestion explicite, par canal, de la devise OTA (EUR/MAD/SAR) ni de la langue/RTL des listings dans les payloads de distribution. Risque de mismatch devise sur push tarifaire MENA.",Distribution multi-devise et contenu multilingue sur OTAs internationaux.,Gestion multi-devise et contenu localise par marche.,Parite,Un bien KSA distribue en SAR avec contenu ar/RTL ; un bien FR en EUR fr ; un bien marocain en MAD ; le host choisit par canal.,"Ajouter currency + listing_locale sur ChannelMapping (migration Liquibase) ; conversion devise au push (StripeAmounts-like, BigDecimal compareTo + RoundingMode explicite, jamais equals) ; payloads de contenu par langue ; validation devise OTA vs devise bien avant push.","Cas d'usage central FR/MA/KSA : EUR, MAD, SAR ; ar/RTL pour KSA et Maroc ; taxes locales (TVA, taxe de sejour) refletees dans les montants distribues.","ChannelMapping, PriceEngine, RateDistributionService, ChannexRateUpdate, ChannexCreateRatePlanRequest",M,P1
2. Booking engine & site direct,Constructeur de site no-code (pages + templates),Widget booking embarquable configurable via wizard (StepAppearance/Settings/Options) + AiDesignService qui extrait des tokens de design d'un site existant et genere du CSS ; SiteSnapshotService (Playwright) capture un snapshot statique. Pas de builder de pages multi-sections drag-drop ni de templates STR pre-construits.,"Builder no-code drag-drop, templates STR optimises conversion/mobile, widgets natifs (search, featured properties, filtres categories). Source : hostaway.com/features/direct-booking (2025). Confiance Confirme.","Site direct via Guesty Booking Engine + templates ; builder moins mis en avant que Hostaway, fortement axe widget+API. Confiance Probable.",Parite,"Bibliotheque de 3-5 templates STR responsives ; editeur de sections par blocs (hero, liste de biens, filtres, temoignages, FAQ) ; theming centralise (logo, palette, typo) reutilisant BookingEngineConfig ; publication sous sous-domaine ou domaine custom.",Modele PageLayout (JSONB de blocs) + entite SiteTemplate seedee ; rendu cote serveur des blocs en HTML statique (reutiliser le pipeline SiteSnapshotService/Jsoup) ; React block-editor cote admin ; reutiliser AiDesignService pour pre-remplir les tokens depuis un site source.,Theming par locale (logo/typo/sens de lecture) ; selecteur de devise par template ; variantes de blocs RTL ; templates traduits FR/EN/AR.,"SiteTemplate, PageLayout (entites+migration), PageRenderer (serveur), BlockEditor (React), reuse BookingEngineConfig/AiDesignService/SiteSnapshotService",XL,P1
2. Booking engine & site direct,"SEO technique (meta, schema.org, sitemap, hreflang)","Absent. Aucun controller sitemap/robots, pas de balises meta/OpenGraph generees, pas de JSON-LD schema.org, pas de hreflang. Le widget est injecte cote client (pas de contenu SSR indexable).","SEO IA (titres, descriptions, meta titles, alt text genere), dashboard SEO, integration Google Vacation Rentals. Source : hostaway.com/blog guide vacation rental websites (2025). Confiance Confirme.",Pages booking indexables + bonnes pratiques SEO de base ; moins outille que Hostaway sur l'IA SEO. Confiance Probable.,Parite,Generation automatique des meta par logement et par page ; sitemap.xml regenere a chaque publication ; balises hreflang FR/EN/AR ; OpenGraph pour le partage social ; champs SEO editables par bien.,Endpoint /sitemap.xml et /robots.txt cote serveur ; SeoMetaService qui derive les meta depuis Property + BookingEngineConfig ; injection JSON-LD schema.org dans le HTML rendu serveur ; balises hreflang construites depuis les locales actives de l'org.,hreflang FR/EN/AR + canonical par locale ; schema.org priceCurrency en EUR/MAD/SAR ; meta localisees ; sitemap segmente par langue.,"SeoMetaService, SitemapController, JsonLdBuilder, hreflang resolver, integration PageRenderer",L,P1
2. Booking engine & site direct,Emails de confirmation et rappels de reservation,Pattern a brancher. PublicBookingService genere un confirmationCode et persiste la reservation mais aucun EmailService n'est appele dans le package booking ; pas de template de confirmation guest ni de rappels pre-sejour cote site direct.,"Confirmation instantanee + emails/SMS automatises (confirmation, rappels, pre-arrivee) via le booking engine natif. Source : hostaway.com/features/direct-booking (2025). Confiance Confirme.","Automation messaging complete (confirmation, rappels, pre/post-sejour) multi-canal native. Confiance Confirme.",Parite,"Confirmation envoyee a la creation de reservation confirmee ; sequence de rappels parametrable (J-7, J-1) ; pre-arrivee avec lien livret ; templates editables par l'org ; opt-in/opt-out guest.",Brancher l'event de confirmation booking sur EmailService (Brevo/Postal) via TransactionSynchronization.afterCommit (pas d'appel externe en transaction) ; templates BookingEmailTemplate avec variables ; scheduler de rappels base sur la date de sejour et property.getTimezone() ; idempotence par confirmationCode.,Templates traduits FR/EN/AR + rendu RTL pour l'arabe ; dates affichees dans la timezone de la propriete ; montants dans la devise de la reservation (EUR/MAD/SAR) ; jours/format de date localises.,"BookingEmailService, BookingEmailTemplate (entite), BookingReminderScheduler, reuse EmailService/Brevo/Postal, afterCommit hook",M,P0
2. Booking engine & site direct,i18n et RTL embarques dans le SDK headless,Absent dans le SDK. booking-sdk/ est headless et delegue l'i18n a l'integrateur (commentaires i18n key dans types.ts/index.ts) ; aucun bundle de traductions ni gestion RTL fournie. Le module booking-engine React cote admin ne porte pas non plus de RTL.,Booking engine multilingue pret a l'emploi ; pas de focus RTL/arabe documente. Confiance Probable.,Booking engine multilingue ; RTL/arabe non documente. Confiance Probable.,Parite,Pack de traductions livre avec le SDK ; prop language + currency ; application automatique de dir=rtl et miroir des layouts en arabe ; formats de date/nombre/devise localises ; fallback gracieux sur cle manquante.,"Module i18n leger dans booking-sdk/src (pas de dependance lourde) ; resolution dir depuis la locale ; CSS logique (margin-inline, padding-inline) pour le miroir RTL ; expose setLanguage()/setCurrency() dans l'API publique ; tree-shaking des locales.","Coeur de la cible : RTL arabe complet (miroir layout, alignements, icones directionnelles) ; formats locale-aware ; devises EUR/MAD/SAR formatees selon la locale.","booking-sdk i18n module, locale bundles fr/en/ar, RTL layout helpers, setLanguage/setCurrency API, reuse SDK BookingCalendar/SearchBar",M,P0
2. Booking engine & site direct,Politiques d'annulation parametrables,"Partiel. BookingEngineConfig porte un champ cancellationPolicy (texte) expose au SDK, mais pas de moteur de regles (paliers de remboursement par delai) ni d'application automatique du remboursement au flux Stripe.",Politiques d'annulation configurables (flexible/moderee/stricte) appliquees au booking direct. Confiance Confirme.,Politiques d'annulation parametrables par listing avec calcul automatique du remboursement. Confiance Confirme.,Parite,Politiques predefinies (flexible/moderee/stricte) + custom ; affichage clair au checkout ; calcul du montant remboursable selon la date d'annulation ; declenchement du refund Stripe ; trace fiscale du remboursement.,"Entite CancellationPolicy (paliers) liee a Property/saison + migration ; CancellationPolicyEngine.computeRefund(reservation, asOf, timezone) ; refund via StripeGateway hors transaction avec idempotency key + PaymentStatusTransitionService ; montant recalcule serveur (jamais cote client).",Delais evalues dans la timezone de la propriete ; libelles de politique traduits FR/EN/AR ; remboursement dans la devise d'origine (EUR/MAD/SAR) ; mentions legales d'annulation par pays.,"CancellationPolicy (entite+migration), CancellationPolicyEngine, reuse StripeGateway/PaymentStatusTransitionService, affichage checkout SDK",L,P1
2. Booking engine & site direct,Panier multi-sejours (multi-property),"Partiel. reserveBatch (PublicBookingService) supporte un panier multi-sejours avec batchCode et reservations groupees, BookingCartPage cote UI ; mais pas de support voucher en V1 (TODO), checkout groupe et devise unique par batch a consolider.",Panier multi-property avec checkout unifie sur le site direct. Confiance Probable.,Panier multi-sejours / multi-listing supporte. Confiance Probable.,Parite,Ajout/retrait de sejours ; verification de disponibilite par item au checkout ; un seul paiement Stripe pour le panier ; codes promo appliques a l'echelle du panier ; recapitulatif et confirmations groupees.,"Etendre reserveBatch au support VoucherEngine ; Checkout Stripe avec line items multiples (devis 100% serveur, cross-check montant client) ; reservation atomique avec lock CalendarEngine par item ; gestion d'echec partiel (rollback ou re-quote).",Devise unique par panier avec garde-fou si biens en devises differentes ; libelles traduits FR/EN/AR ; recap RTL ; taxes de sejour par pays sommees au panier.,"reserveBatch (extension VoucherEngine), BookingCartPage, Stripe multi-line checkout, CalendarEngine lock par item",M,P1
2. Booking engine & site direct,Upsells et services additionnels au checkout,"Present. BookingServiceOptionsService + BookingServiceCategory/Item + StepOptions/BookingServiceOptionsSection cote UI : selection d'options payantes, computeServiceOptionsTotal, persistance du serviceOptionsTotal sur la reservation. Bonne base, a etendre (regles conditionnelles, upsell post-resa).",Upsells natifs au checkout via le booking engine. Confiance Confirme.,Marketplace d'upsells + upsell pre-arrivee. Confiance Confirme.,Parite,"Regles de disponibilite d'option (saison, duree min, nb voyageurs) ; upsell envoye apres reservation (email pre-arrivee) ; gestion de stock/quota ; categories enrichies ; suivi du CA additionnel.","Etendre BookingServiceItem (regles, stock, fenetre de vente) + migration ; endpoint d'achat d'upsell post-resa (paiement Stripe complementaire) ; lien avec le livret d'accueil pour la diffusion pre-arrivee ; recompute serveur du total.",Noms/descriptions d'options traduits FR/EN/AR ; prix par devise (EUR/MAD/SAR) ; TVA/taxe d'option par pays ; presentation RTL des cartes d'option.,"BookingServiceOptionsService (extension), BookingServiceItem (regles+stock), upsell post-resa endpoint, reuse StripeGateway/livret d'accueil",M,P2
2. Booking engine & site direct,Codes promo et vouchers multi-canal,"Present et solide. VoucherEngine + BookingVoucher/VoucherUsage/VoucherPropertyScope, validation au booking direct, stats/analytics. Limite : non branche au panier multi-sejours (reserveBatch V1 sans voucher).",Promo codes au booking engine. Confiance Confirme.,Coupons/promotions parametrables. Confiance Confirme.,Parite,Extension au panier ; regles de cumul/exclusivite ; plafonds d'usage par guest ; codes a usage unique vs campagne ; reporting d'efficacite par campagne.,Brancher VoucherEngine sur reserveBatch (application a l'echelle panier) ; verrou atomique sur VoucherUsage (check-then-act interdit) ; recalcul serveur du montant remise ; expiration/quota controles cote serveur.,Remise exprimee en pourcentage ou en montant par devise ; libelles traduits FR/EN/AR ; periodes de validite en timezone propriete.,"VoucherEngine (extension batch), VoucherUsage (verrou atomique), reuse BookingVoucher/VoucherPropertyScope",S,P2
2. Booking engine & site direct,Affichage et conversion multi-devise,"Present cote backend. Devis 100% serveur (BookingCheckoutQuoteService) avec devise par reservation, ExchangeRate EUR/MAD/SAR cote plateforme, devise par defaut dans BookingEngineConfig. A renforcer cote SDK (selecteur de devise, formats locale-aware).",Affichage multi-devise au booking engine. Confiance Probable.,Multi-devise supporte. Confiance Confirme.,Parite,Bascule de devise d'affichage independante de la devise de reglement ; taux affiches avec horodatage ; formatage selon la locale ; mention claire de la devise facturee.,"Exposer ExchangeRate au SDK pour l'affichage uniquement ; devis et facturation toujours en devise de reglement cote serveur (cross-check montant client) ; formatage Intl par locale ; arrondis explicites RoundingMode, compareTo BigDecimal.",Coeur multipays : EUR/MAD/SAR avec symboles et formats corrects ; separateurs et position du symbole par locale ; affichage RTL des montants en arabe.,"ExchangeRate (lecture affichage), BookingCheckoutQuoteService (facturation), SDK currency selector, Intl formatters",S,P1
2. Booking engine & site direct,"Marketing, capture de leads et relances panier","Absent au niveau site direct. Pas de capture de leads (formulaire/newsletter), pas de relance de reservation abandonnee, pas de pixel marketing/Google Vacation Rentals.",Smart marketing tools + integration Google Vacation Rentals (plan Pro). Source : hostaway.com (2025). Confiance Confirme.,"Outils marketing + integrations (Google, pixels) selon offres. Confiance Probable.",Parite,Formulaire de capture sur le site direct ; detection de panier/checkout abandonne et email de relance ; pose de pixels (Meta/Google) ; export du flux logements vers Google Vacation Rentals.,Entite Lead + endpoint d'opt-in (RGPD/consentement) ; detection de reservation PENDING expiree via PendingReservationCleanupScheduler pour declencher la relance ; config pixels dans BookingEngineConfig ; generateur de flux Google Vacation Rentals.,Consentement RGPD/marketing par pays ; emails de relance traduits FR/EN/AR + RTL ; flux logements localises par marche ; devise du flux par marche.,"Lead (entite+migration), AbandonedBookingScheduler (reuse PendingReservationCleanupScheduler), pixel config, Google Vacation Rentals feed generator",L,P2
2. Booking engine & site direct,Portail guest (espace voyageur du site direct),"Partiel. BookingGuestAuthService (realm Keycloak clenzy-guests, signup/login par org) + getConfirmation par code. Pas d'espace voyageur consolide (historique des sejours, gestion/annulation self-service, documents).",Guest portal natif au booking engine. Source : hostaway.com/features/direct-booking (2025). Confiance Confirme.,Espace guest + communication ; portail selon offres. Confiance Probable.,Parite,Liste des sejours passes/a venir ; telechargement des recus ; annulation self-service (applique la politique d'annulation) ; acces au livret et aux upsells ; mise a jour des coordonnees.,"Endpoints guest scopes par profil (ownership stricte par guestProfileId, valider l'org) ; reutiliser CancellationPolicyEngine pour l'annulation self-service ; lien vers WelcomeGuide ; jamais d'entite JPA exposee (DTO records).",UI guest traduite FR/EN/AR + RTL ; dates en timezone propriete ; montants/recus dans la devise de reservation ; documents localises.,"GuestPortalController, reuse BookingGuestAuthService/CancellationPolicyEngine/WelcomeGuide, DTO records guest",M,P2
